A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price,Material
UNC,20210501,99991231,Microsoft Cloud App Security for Faculty,d5caf83f-045d-4b7d-987c-dd79d5397cb3,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.56,0.7,AAA-97022
UNC,20210501,99991231,Microsoft Cloud App Security for Students,392f9987-0583-4225-8338-f3c015404c4c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.56,0.7,AAA-97023
UNC,20210501,99991231,Microsoft Defender For Endpoint,e2dcab13-1365-417a-b624-4901e2b252f5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.2,5.2,QLS-00004
UNC,20210501,99991231,Microsoft Defender For Endpoint EDU,1a7a1bcc-c7bf-4c6b-b55d-d79a6e3bb3ee,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2,2.5,QLU-00003
UNC,20210501,99991231,Microsoft Defender for Endpoint Server,350158a2-f253-4ea3-988e-eef9d1b828cf,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.2,5.2,1NZ-00001
UNC,20210501,99991231,Microsoft Defender for Endpoint Server Edu,c7b9ab7e-8f80-4b4b-8aed-dcad61f28995,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,4.2,5.2,1O1-00001
UNC,20210501,99991231,Microsoft Defender for Identity,a19a625a-6780-4f8f-9a86-85979b7f82d0,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.4,5.5,AAD-10001
UNC,20210501,99991231,Microsoft Defender for Identity (Nonprofit Staff Pricing),a015a328-45eb-481f-b83e-70d8fa6a984f,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.24,1.38,AAD-26753
UNC,20210501,99991231,Microsoft Defender for Identity for Faculty,9250dc5f-a50b-4887-bb9a-57a9efead4f8,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.88,1.1,AAD-10004
UNC,20210501,99991231,Microsoft Defender for Identity for Students,a81d31c7-197f-482e-bb0d-87c30bacc123,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.88,1.1,AAD-10003
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 1),a2706f86-868d-4048-989b-0c69e5c76b63,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.6,2,AAA-13198
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 1) (Nonprofit Staff Pricing),9b7e5904-c73f-4d26-bc83-ad5b7f21409b,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,0.72,0.8,AAD-22155
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 1) Faculty,a9d8546b-4e19-4d08-b8e2-6814f2c2d8b1,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.12,1.4,AAA-22347
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 1) GCC,acf50125-eb1b-4425-8fed-7519d0e4e196,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,1.6,2,AAD-26660
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 1) Student,8723dbc7-4782-464f-95d8-7ffe5be9c752,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.56,0.7,AAA-22348
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 1) Student use benefit,f1b34991-6b4b-4e77-9126-a42d75eb72c6,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0,0,AAA-73059
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 2),efe1183a-8fa0-4138-bf0a-5ae271ab6e3c,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,4,5,AAA-56718
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 2) (Nonprofit Staff Pricing),7d45eccd-b3b5-46cd-981f-4b0ab4597255,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,1.8,2,AAD-22161
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 2) Faculty,f8aa0b4e-0799-4149-8dbc-b6105b5b4209,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.76,2.2,AAA-51206
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 2) GCC,aa9df3b1-932a-42a3-9f33-ec5f77655cc2,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,4,5,AAD-26669
UNC,20210501,99991231,Microsoft Defender for Office 365 (Plan 2) Student,5fd2b092-f47a-44c2-a79f-b3208bba335b,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.2,1.5,AAA-51207
UNC,20210501,99991231,Microsoft Intune (Nonprofit Staff Pricing),d44d04eb-c509-47d0-817e-3939a9656d43,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.35,1.5,AAD-26754
UNC,20210501,99991231,Microsoft Intune Device,a07b0e52-b12f-4298-94fc-5ddd61362bcc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.6,2,AAD-38074
UNC,20210501,99991231,Microsoft Intune for Education for Faculty,249eaae1-50df-42d0-8d69-ca66d53248b6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.54,0.68,AAA-49355
UNC,20210501,99991231,Microsoft Intune for Education for Students,eb93319f-34eb-45fd-92bf-6c4bdf63120d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.54,0.68,AAA-49356
UNC,20210501,99991231,Microsoft Intune for Education for Students use benefit,786817ae-58ed-4668-994c-c30fa07e18f5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAD-41542
UNC,20210501,99991231,Microsoft Intune for Government,f8b83d6e-1256-460e-b56b-fefd6c8a5ddc,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4.8,6,AAD-29577
UNC,20210501,99991231,Microsoft MyAnalytics for faculty,2eb59242-162a-40ac-bb17-5b658bf8a9c1,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.2,1.5,AAA-22351
UNC,20210501,99991231,Microsoft MyAnalytics for students,262a0187-2979-4c1e-909c-4c3094238264,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.9,1.12,AAA-22352
UNC,20210501,99991231,Microsoft Stream for GCC,935dcae3-a0b1-43eb-bad1-0de2b3d19be6,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4,5,NLW-00003
UNC,20210501,99991231,Microsoft Stream Plan 2 for Office 365 Add-On,7a6cf83d-b4e3-4a2d-ad58-70677698b8a4,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.6,2,AAA-57836
UNC,20210501,99991231,Microsoft Stream Plan 2 for Office 365 Add-On (Nonprofit Staff Pricing),3ebba4dc-4a35-4de2-888a-2f5b474f8104,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,0.72,0.8,AAD-22157
UNC,20210501,99991231,Microsoft Stream Plan 2 for Office 365 Add-On for faculty,cbb7a0ff-cbc5-425f-8051-a1b1f981a924,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.4,0.5,AAA-57847
UNC,20210501,99991231,Microsoft Stream Plan 2 for Office 365 Add-On for students,46f7b110-8370-4f99-a713-94a970160a65,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.3,0.38,AAA-57848
UNC,20210501,99991231,Microsoft Stream Storage Add-On (500 GB),43fce491-76d1-4bcc-b709-8a288786dbae,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,80,100,AAA-57834
UNC,20210501,99991231,Microsoft Stream Storage Add-On (500 GB) (Nonprofit Staff Pricing),8876a30b-6c3f-4f90-b161-bba6fb6b16cf,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,36,40,AAD-22158
UNC,20210501,99991231,Microsoft Stream Storage Add-On (500 GB) for faculty,ae0515cb-3fdf-4148-903f-146223f9d1fe,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,20,25,AAA-57827
UNC,20210501,99991231,Microsoft Stream Storage Add-On (500 GB) for students,0a590a70-13fa-4cf4-996e-7c7da8055491,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,12,15,AAA-57828
UNC,20210501,99991231,Microsoft Teams Calling Essentials for US and Canada,1ee81de6-4d8b-4cf1-b926-2fd2a774a4ca,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,15,15,8N2-00010
UNC,20210501,99991231,Microsoft Teams Calling Essentials for US and Canada (Nonprofit Staff Pricing),0c2ece0d-39b7-40ec-8c08-87c2b6c75d62,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,11.2,11.2,8N2-00011
UNC,20210501,99991231,Microsoft Teams Calling Essentials for US and Canada for faculty,b8baa3b8-8cc2-4f26-a212-7fbeb28e7895,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,11,11,8N3-00003
UNC,20210501,99991231,Microsoft Teams Calling Essentials for US and Canada for students,26956da8-eeb5-44e3-aa79-d36e0e42b930,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,10.25,10.25,8N3-00004
UNC,20210501,99991231,Microsoft Teams Calling Essentials for US GCC,7a2e2d5a-41b5-4b20-a0d1-0d06d34b5fe1,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,15,15,8N4-00002
UNC,20210501,99991231,Microsoft Teams Commercial Cloud Trial,dd3496ba-a49b-4475-9f40-8c333709ef87,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,QES-00001
UNC,20210501,99991231,Microsoft Teams Rooms Standard,2c883339-ef9c-4cce-81b8-e5adea60794c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15,15,AAD-34773
UNC,20210501,99991231,Microsoft Teams Rooms Standard for faculty,ed2b2876-acd0-4658-9f0c-a466762d2b43,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,15,15,AAD-39820
UNC,20210501,99991231,Microsoft Teams Rooms Standard for GCC,d2e1a29f-e6b7-424b-82a4-191b58678da1,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,12,15,MQH-00004
UNC,20210501,99991231,Microsoft Teams Rooms Standard for students,78c16119-ba39-4932-9d8b-6a2beceb7249,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,15,15,AAD-39824
UNC,20210501,99991231,Microsoft Teams Rooms Standard without Audio Conferencing,112a528e-8700-42f0-876e-f02705d506c6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,12,15,AAD-34778
UNC,20210501,99991231,Minecraft: Education Edition (per user),ee10cbd2-7a12-45de-be11-0c2c7c6eeeb1,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.34,0.43,AAA-43680
UNC,20210501,99991231,Office 365 A1 for faculty,512e27aa-19d1-4c38-b2cb-5813375c8201,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0,0,AAA-13710
UNC,20210501,99991231,Office 365 A1 for faculty (for Device),0757d14e-7c57-456f-8dab-47d164f2ff1f,Academic,72 Month(s),ADDON,CLOUD RESELLER FACULTY,0,0,AAA-99946
UNC,20210501,99991231,Office 365 A1 for students,c60e9cc5-7339-479e-8003-285f6bd195c7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAA-13711
UNC,20210501,99991231,Office 365 A1 for students (for Device),bae285a9-d56b-4384-b02f-38adc61a6f12,Academic,72 Month(s),ADDON,CLOUD RESELLER STUDENT,0,0,AAA-99947
UNC,20210501,99991231,Office 365 A3 for faculty,7eb5101b-b893-4d63-92ca-72df3c71fafc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.6,3.25,AAA-70480
UNC,20210501,99991231,Office 365 A3 for students,1b6263c0-b8fd-4706-98db-89d2ace5c1bf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2,2.5,AAA-70481
UNC,20210501,99991231,Office 365 A3 for students use benefit,4ac3982a-b9a0-43bb-9639-4585284702be,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAA-70482
UNC,20210501,99991231,Office 365 A5 for faculty,8c484fd0-1f3f-44fb-b6d2-26ca107273f6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6.4,8,AAA-28298
UNC,20210501,99991231,Office 365 A5 for students,3891169e-2323-45f7-95c2-4497cda23d1c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.8,6,AAA-28299
UNC,20210501,99991231,Office 365 A5 for students use benefit,afa66641-7d3c-4e28-88ac-56c9c0d9f676,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAA-73053
UNC,20210501,99991231,Office 365 A5 without Audio Conferencing for faculty,a5676fc6-38bb-4f91-9618-81a0c9465a6f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6.4,8,AAA-28294
UNC,20210501,99991231,Office 365 A5 without Audio Conferencing for students,0126406e-ff5b-448e-affb-6d253c4c720c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.8,6,AAA-28295
UNC,20210501,99991231,Office 365 A5 without Audio Conferencing for students use benefit,77abd8d3-fc66-424b-8626-8d216d4ea52b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAA-73055
UNC,20210501,99991231,Office 365 Advanced Compliance for GCC,e02d273d-9301-44f5-b516-8210bae801a9,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,6.4,8,AAD-26659
UNC,20210501,99991231,Office 365 Data Loss Prevention,4833683a-1e4a-4816-80cf-25238184b8c4,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2.4,3,AAD-26785
UNC,20210501,99991231,Office 365 Data Loss Prevention for GCC,042c0bd9-a910-475c-b640-20ba6f21542c,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,2.4,3,AAD-40012
UNC,20210501,99991231,Office 365 E1,91fd106f-4b2c-4938-95ac-f54f74e9a239,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.4,8,AAA-06229
UNC,20210501,99991231,Office 365 E1 (Nonprofit Staff Pricing),83dca3b9-3d6c-4547-8c5f-ba1f69b130f8,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,0,0,AAA-99925
UNC,20210501,99991231,Office 365 E1 (Nonprofit Staff Pricing) - Volunteer,f94de68e-f907-471f-b8d3-37ebacbe8ff6,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.8,2,AAD-32714
UNC,20210501,99991231,Office 365 E1 for mid-market,d20fdad5-f524-45e4-97b1-59a94c21778f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.4,8,T6A-00097
UNC,20210501,99991231,Office 365 E3,796b6b5f-613c-4e24-a17c-eba730d49c02,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,16,20,AAA-06227
UNC,20210501,99991231,Office 365 E3 (Nonprofit Staff Pricing),d27f14df-aece-49bd-b769-d4e28a24963e,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,4.05,4.5,AAA-99924
UNC,20210501,99991231,Office 365 E3 (Nonprofit Staff Pricing) Trial,1a6e8918-d2b2-432d-83a6-68c16c5d408e,Charity,1 Month(s),TRIAL,CLOUD RESELLER CHARITY,0,0,AAD-40010
UNC,20210501,99991231,Office 365 E3 Trial,32b23c88-949f-4e5b-b500-a87eec676b80,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,AAA-67274
UNC,20210501,99991231,Office 365 E5,a044b16a-1861-4308-8086-a3a3b506fac2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28.4,35,AAA-25267
UNC,20210501,99991231,Office 365 E5 (Nonprofit Staff Pricing),ce139fe5-8bd5-47ed-a5be-07c286f8b9e0,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,12.6,14,AAA-99926
UNC,20210501,99991231,Office 365 E5 (Nonprofit Staff Pricing) Trial,2f192efe-608a-4c9c-9d19-2b0b70b0962e,Charity,1 Month(s),TRIAL,CLOUD RESELLER CHARITY,0,0,AAD-40011
UNC,20210501,99991231,Office 365 E5 Trial,64168b63-4bcc-41e0-b5cb-7dc548977620,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,AAA-67284
UNC,20210501,99991231,Office 365 E5 without Audio Conferencing,02c07b64-2cd3-4667-b014-561192fc5d1a,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28,35,AAA-28296
UNC,20210501,99991231,Office 365 E5 without Audio Conferencing (Nonprofit Staff Pricing),c3897426-9f49-4eaf-9b4d-7d9a1c72aef7,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,12.6,14,AAD-38079
UNC,20210501,99991231,Office 365 E5 without Audio Conferencing Trial,96d36e53-7e42-4ca3-ae96-bd20e3098d8d,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,AAA-67285
UNC,20210501,99991231,Office 365 Extra File Storage,53fc25f7-6639-4f78-bb44-3c2dfec3ed40,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.16,0.2,AAA-06246
UNC,20210501,99991231,Office 365 Extra File Storage (Nonprofit Staff Pricing),b4155b38-a577-446c-bd1f-ff567f4c6780,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,0.16,0.2,AAD-22160
UNC,20210501,99991231,Office 365 Extra File Storage for faculty,9c460dc3-4470-4ea6-afbd-27769b2ebef4,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.16,0.2,AAD-25683
UNC,20210501,99991231,Office 365 Extra File Storage for GCC,359ac2fe-b217-4d9b-961d-23da5ec63dcc,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,0.16,0.2,AAD-26661
UNC,20210501,99991231,Office 365 F3,6fbad345-b7de-42a6-b6ab-79b363d0b371,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.2,4,AAA-06231
UNC,20210501,99991231,Office 365 F3 (Nonprofit Staff Pricing) - Volunteer,1be45d17-9d72-498d-992c-5868b996c1a1,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,0.9,1,AAD-32715
UNC,20210501,99991231,Office 365 F3 GCC,cdab449a-f278-4789-85d8-b9f131ffbf3d,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,3.2,4,AAD-26666
UNC,20210501,99991231,Office 365 G1 GCC,7d14d9de-b551-4b1d-a71f-e129ce6e2c06,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,6.4,8,AAD-26662
UNC,20210501,99991231,Office 365 G3 GCC,f5c6362f-9cf3-4c33-ae11-d54f7a54ce8e,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,16,20,AAD-26663
UNC,20210501,99991231,Office 365 G5 GCC,924be72b-b314-41aa-8a94-a168d9966977,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,28,35,AAD-26664
UNC,20210501,99991231,Office 365 GCC G5 without Audio Conferencing,51922cdd-2620-4502-b5b7-4617ccd04505,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,28,35,AAD-26665
UNC,20210501,99991231,OneDrive for business (Plan 1),90d3615e-aa96-478e-b6ce-8eb1e9a96b4b,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4,5,AAA-06238
UNC,20210501,99991231,OneDrive for business (Plan 1) for GCC,86bcd3d7-6053-4a27-8967-8455d5bfa53e,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4,5,AAD-25686
UNC,20210501,99991231,OneDrive for business (Plan 2),bf1f6907-1f8e-4f05-b327-4896d1395c15,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,8,10,AAA-13169
UNC,20210501,99991231,OneDrive for business (Plan 2) for GCC,f2e386b9-e081-43df-8aaf-039453dbae63,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,8,10,AAD-25688
UNC,20210501,99991231,Power Apps and Power Automate capacity add-on,e1791e24-a789-4e17-b7fa-4a627f8f9088,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,37.5,50,SEW-00003
UNC,20210501,99991231,Power Apps and Power Automate capacity add-on (Nonprofit Staff Pricing),bb293111-3a10-4cdf-ad80-3afc24f41524,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,31.5,35,SEW-00002
UNC,20210501,99991231,Power Apps and Power Automate capacity add-on for Faculty,c13042ec-74ee-438a-80e7-c9ff71406c9c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,26.3,35,SEX-00002
UNC,20210501,99991231,Power Apps and Power Automate capacity add-on for Government,5a2b15de-714d-40e5-8740-9a75db0dccd4,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,40,50,SEY-00002
UNC,20210501,99991231,Power Apps per app plan,5e1087b6-246b-4503-b88a-b60bdf0b3840,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.5,10,SEQ-00002
UNC,20210501,99991231,Power Apps per app plan (Nonprofit Staff Pricing),7458496e-00e9-4e15-b3f7-995be161d2bf,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,2.3,2.5,SEQ-00003
UNC,20210501,99991231,Power Apps per app plan (Nonprofit Staff Pricing) donation - Eligible nonprofits can get Power Apps free for up to 10 seats.,8d35411e-b7be-42ee-b3de-e7b5d027847f,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,0,0,SEQ-00013
UNC,20210501,99991231,Power Apps per app plan for Faculty,ba78b3f1-4142-41df-a7d9-b8450370f711,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,4.1,5.5,SER-00002
UNC,20210501,99991231,Power Apps per app plan for Government,af3d939c-5963-435c-84fc-1da4ec993b21,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,7.5,10,SES-00002
UNC,20210501,99991231,Power Apps per app plan for Government promotion (200 seat min),0dc24933-0a72-4f66-8ece-82c82a008505,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.3,3,SES-00004
UNC,20210501,99991231,Power Apps per app plan for Students,e1f379e8-cf22-4a7d-97fd-dcf9d62fc132,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,3,4,SER-00004
UNC,20210501,99991231,Power Apps per app plan promotion (200 seat min),988b7b06-e034-4b3e-89ea-51198cb2723e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.3,3,SEQ-00016
UNC,20210501,99991231,Power Apps per user plan,c52cea5e-b1fd-4f8d-b3a1-8135fb144e78,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,30,40,SEJ-00003
UNC,20210501,99991231,Power Apps per user plan (Nonprofit Staff Pricing),17a067a0-8ac7-4c70-8ea6-e69a16e5f463,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,9,10,SEJ-00004
UNC,20210501,99991231,Power Apps per user plan for Faculty,bb94a81e-661e-430c-8a7e-41fe0df940ae,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,16.5,22,SEK-00002
UNC,20210501,99991231,Power Apps per user plan for Government,f65f55e4-a25b-4d23-8b1c-cc142ad39d70,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,30,40,SEL-00002
UNC,20210501,99991231,Power Apps per user plan for Students,ab638b5e-e058-4ce7-a174-5bbc76504512,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,12,16,SEK-00003
UNC,20210501,99991231,Power Apps Portals login capacity add-on,09d13345-8342-4270-acbd-563c5fd619d9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,150,200,SDW-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on (Nonprofit Staff Pricing),be0f84aa-4315-46ee-87f7-cfb9d89fde42,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,45,50,SDW-00003
UNC,20210501,99991231,Power Apps Portals login capacity add-on for Faculty,becdef92-fad2-4a26-9895-b2d12a586218,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,105,140,SDX-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on for Government,8c09f805-32e7-4c0e-97ab-b4e4aa67d771,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,150,200,SDY-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 2 (10 unit min),2f558d61-fe7e-4379-a6df-23a7dce95b00,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,75,100,TKP-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 2 (10 unit min) (Nonprofit Staff Pricing),5a539265-c723-4025-a760-e5b60cdadb0b,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,22.5,25,TKP-00003
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 2 (10 unit min) for Faculty,14630cc6-93cd-41db-9412-ad528bd7b4d1,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,52.5,70,TKQ-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 2 (10 unit min) for Government,c28012f9-853f-4cb0-a7d8-7f437be51ea9,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,80,100,TKR-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 3 (50 unit min),c192bc67-a299-4e47-bd28-9c0ec43bcfc6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,52.5,70,TKV-00001
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 3 (50 unit min) (Nonprofit Staff Pricing),92dbd7cc-4927-4d60-be8d-e55180d7abb1,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,15.8,17.5,TKV-00002
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 3 (50 unit min) for Faculty,dea59872-beae-4433-af84-5a95d89db997,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,36.8,49,TKW-00001
UNC,20210501,99991231,Power Apps Portals login capacity add-on Tier 3 (50 unit min) for Government,83b10bb4-4f92-4654-9573-48d7821a9303,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,56,70,TKX-00001
UNC,20210501,99991231,Power Apps Portals page view capacity add-on,eb3da7ca-a676-415e-8064-039e49edefb9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,75,100,SE5-00003
UNC,20210501,99991231,Power Apps Portals page view capacity add-on (Nonprofit Staff Pricing),c205104d-f703-4395-9fd8-9f5c401dc035,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,22.5,25,SE5-00002
